"STATION","NAME","DATE","PRCP","TMAX","TMIN","TOBS"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-02-21","0.00","37","15","34"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-02-22","0.00","34","14","29"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-02-23","0.00","34","17","34"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-02-24","0.00","38","15","38"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-02-25","0.00","48","30","46"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-02-26","0.00","46","32","38"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-02-27","0.00","38","22","34"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-02-28","0.00","34","14","32"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-01","0.00","34","24","34"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-02","0.00","34","18","31"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-03","0.29","31","22","28"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-04","0.00","31","25","30"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-05","0.00","30","14","26"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-06","0.00","37","13","35"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-07","0.00","37","17","35"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-08","0.07","35","25","27"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-09","0.03","39","24","37"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-10","0.02","43","32","43"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-11","0.00","54","31","50"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-12","0.00","56","37","53"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-13","0.00","53","37","47"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-14","0.27","58","37","58"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-15","0.00","58","35","50"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-16","0.49","50","32","35"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-17","0.09","42","30","42"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-18","0.00","43","29","39"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-19","0.00","65","32","61"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-20","0.00","61","34","53"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-21","0.00","70","37","70"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-22","0.09","70","40","60"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-23","0.00","70","42","69"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-24","0.00","69","46","54"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-25","0.40","54","36","38"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-26","2.75","47","36","47"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-27","0.45","57","46","57"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-28","0.00","61","41","61"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-29","0.00","64","42","63"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-30","0.00","63","33","52"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-03-31","0.00","61","33","59"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-01","0.00","86","42","82"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-02","0.00","85","48","53"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-03","0.05","53","36","39"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-04","0.10","60","35","58"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-05","0.00","64","45","62"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-06","0.00","62","43","51"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-07","0.08","72","40","72"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-08","0.00","72","50","64"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-09","0.00","64","36","56"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-10","0.00","63","45","63"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-11","0.00","64","45","64"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-12","0.07","73","39","72"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-13","0.00","75","48","74"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-14","0.00","74","46","62"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-15","0.00","62","36","58"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-16","0.00","58","36","54"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-17","0.00","62","36","62"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-18","0.00","63","39","59"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-19","0.52","59","40","55"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-20","0.59","62","48","57"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-21","0.00","58","42","55"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-22","0.00","59","41","59"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-23","0.00","65","35","64"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-24","0.00","66","54","65"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-25","0.00","65","41","61"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-26","0.00","61","43","53"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-27","0.00","53","45","53"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-28","0.00","70","50","70"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-29","0.00","76","48","74"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-04-30","0.00","75","48","69"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-01","0.00","69","37","56"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-02","0.00","66","38","66"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-03","0.00","67","42","67"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-04","0.29","67","44","45"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-05","1.02","48","45","48"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-06","0.00","54","47","53"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-07","0.00","68","39","63"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-08","0.18","63","50","52"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-09","1.12","76","52","75"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-10","0.84","75","50","66"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-11","0.00","70","41","69"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-12","0.00","76","50","76"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-13","0.42","76","55","62"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-14","1.60","64","52","58"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-15","0.40","58","51","55"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-16","0.43","56","50","55"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-17","0.06","68","52","67"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-18","0.42","72","51","69"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-19","0.00","77","55","77"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-20","0.00","87","56","86"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-21","0.00","87","65","84"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-22","0.00","84","48","74"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-23","0.00","76","47","73"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-24","0.58","73","55","64"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-25","0.00","79","57","79"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-26","0.00","83","57","80"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-27","0.00","81","64","70"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-28","0.00","77","63","77"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-29","0.00","78","64","76"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-30","0.00","81","62","81"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-05-31","0.00","81","62","80"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-01","0.00","85","67","85"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-02","0.00","88","65","88"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-03","0.00","88","66","66"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-04","0.00","73","55","72"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-05","0.00","82","56","74"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-06","0.00","76","51","76"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-07","0.00","78","62","77"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-08","0.76","79","70","70"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-09","0.00","82","67","82"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-10","0.00","81","57","79"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-11","0.00","82","58","82"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-12","0.00","84","61","84"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-13","0.09","84","62","70"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-14","0.00","71","48","69"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-15","0.00","74","45","74"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-16","0.00","77","46","77"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-17","0.05","78","64","73"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-18","0.00","89","62","89"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-19","0.02","91","70","90"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-20","0.00","90","61","84"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-21","0.00","84","67","84"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-22","0.24","85","64","82"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-23","0.00","83","60","82"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-24","0.00","84","64","81"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-25","0.00","86","57","83"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-26","0.00","83","67","81"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-27","0.34","89","69","89"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-28","0.24","89","68","89"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-29","0.00","90","64","90"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-06-30","0.00","90","64","89"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-01","0.00","90","63","85"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-02","0.80","85","64","66"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-03","3.14","66","62","65"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-04","0.00","67","60","66"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-05","0.04","78","55","78"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-06","0.00","83","57","83"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-07","0.00","83","62","82"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-08","0.00","83","64","83"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-09","0.00","92","69","91"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-10","0.00","91","70","88"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-11","0.00","88","65","76"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-12","0.00","78","54","78"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-13","0.00","80","52","80"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-14","0.00","80","66","75"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-15","0.00","86","71","86"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-16","0.00","86","70","76"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-17","0.00","82","68","82"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-18","0.00","86","64","86"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-19","0.00","87","64","87"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-20","0.00","88","66","88"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-21","0.00","90","66","90"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-22","0.00","96","74","95"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-23","0.00","98","75","97"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-24","0.00","97","72","87"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-25","0.39","87","65","74"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-26","0.00","82","66","82"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-27","0.00","92","70","92"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-28","0.00","92","68","83"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-29","0.00","87","59","84"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-30","0.00","85","73","80"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-07-31","0.73","86","67","86"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-01","0.33","86","58","79"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-02","0.06","79","68","76"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-03","0.00","86","70","86"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-04","0.00","86","72","79"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-05","1.73","84","71","82"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-06","0.00","86","73","85"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-07","0.00","86","76","86"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-08","0.17","87","75","87"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-09","0.00","88","69","85"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-10","0.46","85","65","84"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-11","0.00","86","67","86"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-12","0.20","87","67","84"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-13","0.00","85","71","83"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-14","0.00","87","72","87"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-15","0.00","87","70","87"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-16","0.00","90","75","90"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-17","0.00","90","74","90"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-18","0.00","90","63","87"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-19","0.00","91","66","91"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-20","0.00","91","74","80"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-21","0.00","82","63","82"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-22","0.00","84","58","82"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-23","0.00","88","59","88"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-24","0.00","89","61","89"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-25","0.00","89","71","80"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-26","0.00","80","67","80"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-27","0.00","85","66","83"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-28","6.19","83","67","83"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-29","0.00","89","73","89"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-30","0.00","89","69","81"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-08-31","0.34","82","69","82"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-01","2.17","82","64","75"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-02","0.00","82","60","79"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-03","0.00","84","62","82"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-04","0.00","80","63","80"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-05","0.00","84","56","84"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-06","0.00","86","59","86"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-07","0.00","89","67","89"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-08","0.00","89","66","70"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-09","0.00","79","63","79"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-10","0.00","78","54","72"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-11","0.00","82","66","82"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-12","0.00","86","70","85"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-13","1.32","85","57","69"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-14","0.00","69","55","69"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-15","0.00","77","61","77"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-16","0.00","83","60","82"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-17","0.00","82","62","79"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-18","0.00","87","65","87"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-19","0.00","87","62","67"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-20","0.00","77","60","77"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-21","0.00","81","57","81"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-22","0.00","81","68","74"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-23","0.00","74","59","66"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-24","0.00","70","49","70"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-25","0.00","76","53","76"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-26","0.00","76","47","65"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-27","0.00","71","45","71"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-28","0.00","71","50","71"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-29","0.00","71","39","65"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-09-30","0.00","71","42","69"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-01","0.00","75","57","73"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-02","0.00","73","57","67"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-03","0.00","68","41","68"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-04","0.17","68","57","63"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-05","0.03","64","50","61"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-06","0.07","70","58","68"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-07","0.00","68","47","61"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-08","0.00","61","42","58"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-09","0.00","61","37","61"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-10","0.00","69","36","67"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-11","0.00","73","40","73"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-12","0.00","74","46","74"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-13","0.00","79","51","77"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-14","0.00","77","59","60"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-15","0.00","60","41","57"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-16","0.00","58","35","57"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-17","0.59","58","43","58"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-18","0.00","59","31","59"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-19","0.02","61","45","61"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-20","0.00","62","45","62"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-21","0.00","74","36","71"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-22","0.00","73","40","72"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-23","0.00","81","42","80"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-24","0.00","80","36","56"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-25","0.00","63","35","63"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-26","0.00","74","52","74"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-27","0.06","74","50","62"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-28","0.00","64","32","63"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-29","0.00","65","38","62"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-30","0.00","62","40","58"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-10-31","0.00","63","41","61"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-01","0.00","66","38","63"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-02","0.00","67","32","67"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-03","0.00","68","37","66"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-04","0.00","66","45","54"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-05","0.00","70","47","67"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-06","0.00","71","38","67"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-07","0.00","67","41","61"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-08","0.00","61","48","52"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-09","0.00","61","31","61"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-10","0.00","64","37","62"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-11","0.00","66","34","60"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-12","0.00","60","45","56"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-13","0.02","56","44","51"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-14","0.00","65","48","65"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-15","0.02","65","52","52"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-16","0.21","52","43","47"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-17","0.34","58","42","58"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-18","0.92","65","58","60"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-19","0.00","60","35","52"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-20","0.00","52","36","50"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-21","0.00","50","35","49"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-22","0.00","49","36","41"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-23","0.14","45","38","44"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-24","0.12","54","39","49"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-25","0.00","49","35","41"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-26","0.00","41","33","35"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-27","0.54","37","29","37"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-28","0.00","47","32","47"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-29","0.00","47","26","43"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-11-30","0.62","54","30","51"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-12-01","0.00","51","33","45"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-12-02","0.00","52","30","47"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-12-03","0.00","47","37","47"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-12-04","0.97","68","45","67"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-12-05","0.64","67","42","49"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-12-06","0.00","59","28","56"
"USW00013701","ABERDEEN PHILLIPS FIELD, MD US","1978-12-07","0.00","56","30","54"
